Tow Date,Make,Style,Model,Color,Plate,State,Towed to Address,Tow Facility Phone,Inventory Number
12/08/2018,TOYT,4D,,GLD,AU93253,IL,10300 S. Doty,(773) 568-8495,481053
09/17/2018,TOYT,4D,,WHI,AP77557,IL,701 N. Sacramento,(773) 265-7605,6934508
11/15/2018,BUIC,LL,,TAN,AS35186,IL,701 N. Sacramento,(773) 265-7605,6939392
10/09/2018,BMW,LL,,GRY,,,10300 S. Doty,(773) 568-8495,2860773
12/08/2018,PONT,2D,,SIL,AT61640,IL,10300 S. Doty,(773) 568-8495,2865169
12/08/2018,JEEP,LL,,BLK,BE30814,IL,10300 S. Doty,(773) 568-8495,1809112
12/08/2018,NISS,4D,,RED,Q195504,IL,10300 S. Doty,(773) 568-8495,2865174
11/15/2018,ACUR,4D,,BLK,DL7965AN,IL,10300 S. Doty,(773) 568-8495,2863502
12/08/2018,HYUN,4D,,GRY,AJ95773,IL,10300 S. Doty,(773) 568-8495,2865172
10/11/2018,MERZ,LL,,SIL,Q151763,IL,701 N. Sacramento,(773) 265-7605,6936716
10/11/2018,CHRY,4D,,MAR,AW35392,IL,701 N. Sacramento,(773) 265-7605,6936728
12/08/2018,NISS,LL,,MAR,660784,IL,10300 S. Doty,(773) 568-8495,2865171
12/08/2018,BUIC,4D,,GRY,AY76069,IL,10300 S. Doty,(773) 568-8495,2865208
11/15/2018,FOR,LL,,BLK,AW30328,IL,701 N. Sacramento,(773) 265-7605,6939455
11/15/2018,PONT,4D,,GRY,AV82001,IL,701 N. Sacramento,(773) 265-7605,6939454
10/09/2018,MITS,LL,,WHI,,IL,10300 S. Doty,(773) 568-8495,2860789
11/16/2018,CHEV,4D,,BLU,,IL,10300 S. Doty,(773) 568-8495,2863536
11/16/2018,HOND,2D,,RED,AEC3732,WI,701 N. Sacramento,(773) 265-7605,6939491
12/08/2018,JAGU,4D,,BLK,Q477802,IL,10300 S. Doty,(773) 568-8495,2865173
12/08/2018,PONT,VN,,GLD,AG63711,IL,10300 S. Doty,(773) 568-8495,2865167
09/17/2018,NISS,4D,,BLK,AY39779,IL,701 N. Sacramento,(773) 265-7605,6934497
12/08/2018,CHEV,LL,,MAR,AU22398,IL,701 N. Sacramento,(773) 265-7605,6941794
09/17/2018,ACUR,2D,,WHI,273U660,IL,10300 S. Doty,(773) 568-8495,2859322
12/10/2018,KIA,4D,,RED,,,10300 S. Doty,(773) 568-8495,2865400
12/10/2018,FORD,LL,,RED,00209994,IN,10300 S. Doty,(773) 568-8495,2865398
12/10/2018,INFI,LL,,GRY,Z924649,IL,10300 S. Doty,(773) 568-8495,2865401
11/15/2018,FORD,4D,,BLU,ZX2625,IL,10300 S. Doty,(773) 785-9752,1718708
10/11/2018,HOND,4D,,SIL,662423,IL,10300 S. Doty,(773) 568-8495,2860911
10/11/2018,PONT,4T,,SIL,AN35121,IL,10300 S. Doty,(773) 568-8495,2860921
12/08/2018,ACUR,4D,,BLK,Y747937,IL,701 N. Sacramento,(773) 265-7605,6941722
12/08/2018,JEEP,4D,,SIL,BD28427,IL,10300 S. Doty,(773) 568-8495,2865177
10/11/2018,DODG,4D,,RED,AF48888,IL,701 N. Sacramento,(773) 265-7605,6936714
12/08/2018,HYUN,4D,,BLK,AB23814,IL,701 N. Sacramento,(773) 265-7605,6941723
12/08/2018,CHRY,4D,,WHI,Y816607,IL,10300 S. Doty,(773) 568-8495,2865252
12/08/2018,HYUN,4D,,WHI,,,10300 S. Doty,(773) 568-8495,2865254
11/15/2018,HOND,4D,,SIL,CHQ1374,FL,10300 S. Doty,(773) 568-8495,2863529
12/08/2018,MERC,4D,,BLU,,IL,10300 S. Doty,(773) 568-8495,2865251
11/16/2018,HYUN,4D,,GRY,AF75092,IL,701 N. Sacramento,(773) 265-7605,6939471
12/08/2018,CHEV,4D,,GRY,10292U3,TX,701 N. Sacramento,(773) 265-7605,6941878
10/11/2018,PONT,4D,,SIL,331309,IL,701 N. Sacramento,(773) 265-7605,6936729
10/12/2018,CHEV,4D,,BLU,AQ42442,IL,10300 S. Doty,(773) 568-8495,2861071
11/15/2018,MERC,4D,,RED,135018,IL,701 N. Sacramento,(773) 265-7605,6939407
09/16/2018,LEXS,LL,,WHI,AX78771,IL,701 N. Sacramento,(773) 265-7605,6934418
12/08/2018,TOYT,LL,,WHI,AU45714,IL,701 N. Sacramento,(773) 265-7605,6941816
10/10/2018,CHEV,4T,,RED,3277585,IL,701 N. Sacramento,(773) 265-7605,6936655
11/11/2018,SAA,4D,,SIL,,IL,701 N. Sacramento,(773) 265-7605,6939040
12/08/2018,CHEV,2D,,BLK,AS87631,IL,10300 S. Doty,(773) 568-8495,2865175
12/08/2018,FORD,4D,,GRY,ZX23675,IL,10300 S. Doty,(773) 568-8495,2865176
11/15/2018,CHEV,LL,,GRY,1426972,IL,10300 S. Doty,(773) 568-8495,2863500
11/15/2018,TOYT,4D,,SIL,N288014,IL,701 N. Sacramento,(773) 265-7605,6939401
11/15/2018,JEEP,LL,,BLK,AY64834,IL,701 N. Sacramento,(773) 265-7605,6939405
12/10/2018,CHEV,4D,,SIL,BA64256,IL,701 N. Sacramento,(773) 265-7605,6942131
12/10/2018,FORD,4D,,BLK,AQ71522,IL,10300 S. Doty,(773) 568-8495,2865431
12/10/2018,CHEV,4D,,BLK,Q340514,IL,701 N. Sacramento,(773) 265-7605,6942132
12/10/2018,HOND,2D,,BLK,Q232036,IL,701 N. Sacramento,(773) 265-7605,6942136
10/11/2018,MERC,LL,,GRN,AW27208,IL,701 N. Sacramento,(773) 265-7605,6936735
12/10/2018,FORD,PK,,BLK,2199947B,IL,10300 S. Doty,(773) 568-8495,2865413
10/11/2018,LINC,2D,,GRN,AQ71231,IL,701 N. Sacramento,(773) 265-7605,6936743
10/11/2018,PONT,4D,,GRN,DL2625C,IL,701 N. Sacramento,(773) 265-7605,6936739
10/11/2018,NISS,4D,,WHI,420U302,IL,701 N. Sacramento,(773) 265-7605,6936740
12/10/2018,CHEV,4D,,SIL,Q591523,IL,400 E. Lower Wacker,(312) 744-7550,997031
10/11/2018,CHEV,LL,,BLK,AH90336,IL,701 N. Sacramento,(773) 265-7605,6936736
12/10/2018,HYUN,4D,,WHI,Q973361,IL,701 N. Sacramento,(773) 265-7605,6942118
12/10/2018,NISS,4D,,GLD,,IL,701 N. Sacramento,(773) 265-7605,6942117
12/10/2018,MERZ,4D,,WHI,,IL,701 N. Sacramento,(773) 265-7605,6942115
12/10/2018,DODG,LL,,BLK,AQ53615,IL,701 N. Sacramento,(773) 265-7605,6942179
09/16/2018,FORD,LL,,SIL,Z665796,IL,10300 S. Doty,(773) 568-8495,2859264
11/15/2018,NISS,4D,,TAN,AD57983,IL,701 N. Sacramento,(773) 265-7605,6939411
10/11/2018,BUIC,4T,,MAR,AN21298,IL,701 N. Sacramento,(773) 265-7605,6936697
11/15/2018,HOND,2D,,SIL,ZY53250,IL,701 N. Sacramento,(773) 265-7605,6939414
11/15/2018,PONT,4D,,WHI,846YFU,WI,10300 S. Doty,(773) 785-9752,1718710
10/11/2018,TOYT,2D,,WHI,AW16509,IL,701 N. Sacramento,(773) 265-7605,6936699
10/11/2018,BUIC,4D,,MAR,AQ63110,IL,701 N. Sacramento,(773) 265-7605,6936698
12/08/2018,MITS,LL,,BLK,S210950,IL,701 N. Sacramento,(773) 265-7605,6941833
10/11/2018,HOND,4D,,SIL,729206,IL,701 N. Sacramento,(773) 265-7605,6936703
12/08/2018,FORD,LL,,BLK,BB40464,IL,701 N. Sacramento,(773) 265-7605,6941825
10/11/2018,CHEV,PK,,BLK,2217652B,IL,701 N. Sacramento,(773) 265-7605,6936731
12/08/2018,CHEV,LL,,GRY,BA4041,IL,10300 S. Doty,(773) 568-8495,2865256
10/11/2018,FORD,LL,,WHI,H284561,IL,10300 S. Doty,(773) 785-9752,1718639
12/08/2018,CHEV,LL,TK,GRY,BA40411,IL,10300 S. Doty,(773) 568-8495,2865256
12/08/2018,JEEP,LL,,SIL,Q750644,IL,10300 S. Doty,(773) 568-8495,2865257
12/08/2018,HYUN,4D,,BLK,Z416080,IL,10300 S. Doty,(773) 568-8495,2865258
12/08/2018,KIA,4D,,PLE,AT22023,IL,701 N. Sacramento,(773) 265-7605,6941864
12/08/2018,PONT,VN,,RED,532948,IL,10300 S. Doty,(773) 568-8495,2865255
12/08/2018,BMW,LL,,BLK,AT54979,IL,701 N. Sacramento,(773) 265-7605,6941863
12/09/2018,CHEV,2D,,SIL,AT59600,IL,701 N. Sacramento,(773) 265-7605,6941887
10/10/2018,CHEV,4D,,TAN,AD51042,IL,10300 S. Doty,(773) 568-8495,2860807
12/08/2018,CHEV,4D,,GRY,ESM381,IA,701 N. Sacramento,(773) 265-7605,6941839
11/15/2018,MAZD,VN,,TAN,N861578,IL,701 N. Sacramento,(773) 265-7605,6939418
11/15/2018,INFI,4D,,SIL,W851AC,MO,10300 S. Doty,(773) 568-8495,2863520
10/10/2018,SUZI,MC,,BLU,EA1977,IL,701 N. Sacramento,(773) 265-7605,6936659
11/16/2018,PONT,4D,,SIL,AT57847,IL,701 N. Sacramento,(773) 265-7605,6939475
12/08/2018,FORD,4D,,BLU,7ZCA372,CA,10300 S. Doty,(773) 568-8495,2865230
10/08/2018,PONT,2D,,SIL,Q814217,IL,701 N. Sacramento,(773) 265-7605,6936530
10/10/2018,JEEP,LL,,WHI,BA57224,IL,701 N. Sacramento,(773) 265-7605,6936693
10/11/2018,PONT,LL,TK,BGE,Q335627,IL,701 N. Sacramento,(773) 265-7605,6936732
10/10/2018,CHEV,4D,,SIL,AF80888,IL,701 N. Sacramento,(773) 265-7605,6936663
11/15/2018,FORD,LL,,TAN,AJ64860,IL,701 N. Sacramento,(773) 265-7605,6939420
09/17/2018,HOND,4D,,RED,7074219,IL,10300 S. Doty,(773) 568-8495,2859335
12/08/2018,CHEV,4D,,RED,AG85392,IL,10300 S. Doty,(773) 568-8495,2865179
12/08/2018,CHEV,VN,,WHI,843609,IL,701 N. Sacramento,(773) 265-7605,6941844
11/15/2018,CHRY,VN,,BLU,AW27961,IL,701 N. Sacramento,(773) 265-7605,6939423
12/08/2018,LAND,LL,,WHI,Y785063,IL,701 N. Sacramento,(773) 265-7605,6941847
12/10/2018,HOND,4D,,GRY,ZU84891,IL,701 N. Sacramento,(773) 265-7605,6942119
09/19/2018,CHEV,2D,,SIL,,,10300 S. Doty,(773) 568-8495,2859415
12/10/2018,TOYT,4D,,RED,R7760K,WI,701 N. Sacramento,(773) 265-7605,6942120
12/10/2018,SUBA,LL,,BLK,E437401,IL,701 N. Sacramento,(773) 265-7605,6942202
11/17/2018,KIA,4D,,BLU,AS63830,IL,701 N. Sacramento,(773) 265-7605,6939645
09/19/2018,CHEV,PK,,BLU,1772470B,IL,10300 S. Doty,(773) 568-8495,2859416
10/11/2018,AUDI,4D,,BLU,,,10300 S. Doty,(773) 568-8495,2860997
11/17/2018,TOYT,4D,,WHI,35598TX,IL,701 N. Sacramento,(773) 265-7605,6939646
11/17/2018,FORD,LL,,RED,489776,IL,701 N. Sacramento,(773) 265-7605,6939643
11/17/2018,NISS,4D,MAX,SIL,,IL,701 N. Sacramento,(773) 265-7605,6939644
11/17/2018,FORD,4D,,GRN,AX87557,IL,400 E. Lower Wacker,(312) 744-7550,996041
09/16/2018,PONT,4D,BON,BLK,AL27696,IL,701 N. Sacramento,(773) 265-7605,6934460
12/08/2018,BMW,LL,,,ZY87580,IL,10300 S. Doty,(773) 568-8495,2865231
10/10/2018,VOLV,4D,,BLK,,,701 N. Sacramento,(773) 265-7605,6936665
11/15/2018,OLDS,4D,,GRY,Q471244,IL,10300 S. Doty,(773) 785-9752,1718711
11/15/2018,CHEV,4D,,SIL,BA59906,IL,701 N. Sacramento,(773) 265-7605,6939429
12/08/2018,TOYT,4D,,BLU,N969414,IL,701 N. Sacramento,(773) 265-7605,6941724
11/15/2018,TOYT,2D,,GLD,UYH717,IN,10300 S. Doty,(773) 785-9752,1718713
11/15/2018,CHEV,4D,,GRN,274U414,IL,701 N. Sacramento,(773) 265-7605,6939426
11/15/2018,CHEV,4D,,GRY,V674735,IL,10300 S. Doty,(773) 785-9752,1718712
10/11/2018,HYUN,4D,,SIL,AM82335,IL,10300 S. Doty,(773) 568-8495,2860947
11/17/2018,TOYT,4D,,BGE,AV95227,IL,10300 S. Doty,(773) 568-8495,2863578
10/11/2018,HYUN,4D,,BLU,ZY40312,IL,10300 S. Doty,(773) 568-8495,2860948
10/10/2018,DODG,VN,,SIL,8351311,IL,10300 S. Doty,(773) 568-8495,2860885
10/11/2018,MITS,2D,,SIL,Q479219,IL,701 N. Sacramento,(773) 265-7605,6936718
12/10/2018,NISS,4D,,GRY,BB12452,IL,10300 S. Doty,(773) 568-8495,2865406
10/11/2018,HOND,2D,,RED,Q992404,IL,10300 S. Doty,(773) 568-8495,2860972
12/10/2018,CHEV,LL,,RED,ADG2623,IL,10300 S. Doty,(773) 568-8495,2865408
12/10/2018,KIA,4D,,BLK,AY65870,IL,10300 S. Doty,(773) 568-8495,2865404
11/17/2018,CADI,4D,,BLK,P606784,IL,701 N. Sacramento,(773) 265-7605,6939653
12/10/2018,FORD,LL,,BLK,,IL,10300 S. Doty,(773) 568-8495,2865407
12/10/2018,JEEP,LL,TK,WHI,AC43768,IL,10300 S. Doty,(773) 568-8495,2865402
11/17/2018,NISS,LL,,SIL,AL46377,IL,701 N. Sacramento,(773) 265-7605,6939651
12/10/2018,NISS,4D,,GRY,A223261,IL,10300 S. Doty,(773) 568-8495,2865399
11/17/2018,JEEP,LL,TK,BLU,559655,IL,701 N. Sacramento,(773) 265-7605,6939654
12/10/2018,CADI,4D,,TAN,6119B,IN,10300 S. Doty,(773) 568-8495,2865403
11/15/2018,CHRY,4D,,WHI,Q832113,IL,10300 S. Doty,(773) 568-8495,2863503
12/08/2018,TOYT,4D,,BLK,Q894521,IL,10300 S. Doty,(773) 568-8495,2865190
12/08/2018,BMW,LL,,SIL,AH90349,IL,10300 S. Doty,(773) 568-8495,2865181
10/10/2018,SATR,4D,,GRY,154U048,IL,10300 S. Doty,(773) 568-8495,2860816
12/08/2018,CHEV,2D,,RED,AW31034,IL,701 N. Sacramento,(773) 265-7605,6941725
11/16/2018,TOYT,4D,,SIL,,IL,701 N. Sacramento,(773) 265-1846,1538022
12/08/2018,PONT,4D,,RED,N540650,IL,10300 S. Doty,(773) 568-8495,2865192
12/08/2018,VOLK,4D,,SIL,AT31293,IL,10300 S. Doty,(773) 568-8495,2865185
11/16/2018,HOND,2D,,GRY,,IL,10300 S. Doty,(773) 568-8495,2863553
12/08/2018,CHEV,4D,,GRN,,IL,10300 S. Doty,(773) 568-8495,2865183
10/11/2018,CHEV,VN,,TAN,2944848,IL,701 N. Sacramento,(773) 265-1846,1537902
12/08/2018,CHEV,4D,,WHI,Z798612,IL,10300 S. Doty,(773) 568-8495,2865188
12/08/2018,PONT,4D,,SIL,ZX29792,IL,10300 S. Doty,(773) 568-8495,2865194
12/08/2018,CHRY,4D,,GLD,L578824,IL,701 N. Sacramento,(773) 265-7605,6941726
12/08/2018,HYUN,LL,,DBL,P230355,IL,701 N. Sacramento,(773) 265-7605,6941730
12/08/2018,GMC,4D,,BLK,629VAR,IN,10300 S. Doty,(773) 568-8495,2865195
12/08/2018,HOND,LL,,SIL,AT62667,IL,10300 S. Doty,(773) 568-8495,2865191
12/08/2018,JEEP,LL,,SIL,7902915,IL,10300 S. Doty,(773) 568-8495,2865187
12/08/2018,DODG,4D,,BLK,L550612,IL,10300 S. Doty,(773) 568-8495,2865236
12/08/2018,PONT,4D,,SIL,558901,IL,701 N. Sacramento,(773) 265-7605,6941727
12/08/2018,NISS,4D,,BLK,E843144,IL,701 N. Sacramento,(773) 265-7605,6941737
12/08/2018,FORD,4D,,WHI,AT87534,IL,10300 S. Doty,(773) 568-8495,2865240
11/15/2018,FOR,2D,,RED,E759966,IL,701 N. Sacramento,(773) 265-7605,6939431
11/15/2018,LEXS,4D,,GRN,R460190,IL,701 N. Sacramento,(773) 265-7605,6939433
12/08/2018,ACUR,LL,,BLK,AF29378,IL,701 N. Sacramento,(773) 265-7605,6941857
12/08/2018,HYUN,4D,,BLK,,,701 N. Sacramento,(773) 265-7605,6941739
10/11/2018,LINC,4D,,BGE,,IL,701 N. Sacramento,(773) 265-7605,6936711
10/11/2018,DODG,LL,,BLK,,IL,10300 S. Doty,(773) 568-8495,2861000
10/12/2018,NISS,4T,,SIL,682191,IL,701 N. Sacramento,(773) 265-7605,6936778
12/08/2018,HOND,VN,,GRN,AY13300,IL,701 N. Sacramento,(773) 265-7605,6941858
12/08/2018,DODG,4D,,SIL,2A731FF,IL,10300 S. Doty,(773) 568-8495,2865239
11/15/2018,CADI,4D,,WHI,V233448,IL,10300 S. Doty,(773) 568-8495,2863504
10/12/2018,CHEV,4T,,BLU,Z323377,IL,10300 S. Doty,(773) 568-8495,2861043
11/15/2018,MAZD,4D,,BLU,943EEM,MN,10300 S. Doty,(773) 785-9752,1718714
11/15/2018,VOLK,4D,,BLU,AK37153,IL,701 N. Sacramento,(773) 265-7605,6939432
11/16/2018,HOND,4D,,TAN,,IL,701 N. Sacramento,(773) 265-1846,1538023
11/16/2018,HOND,4D,,GRN,AV76924,IL,701 N. Sacramento,(773) 265-7605,6939550
11/15/2018,FORD,PK,,RED,1503101B,IL,10300 S. Doty,(773) 568-8495,2863509
10/10/2018,DODG,VN,,BLK,7824,IL,400 E. Lower Wacker,(312) 744-7550,17
11/15/2018,NISS,4D,,RED,AF25621,IL,701 N. Sacramento,(773) 265-7605,6939430
12/08/2018,FORD,LL,,BLK,ZV12505,IL,10300 S. Doty,(773) 568-8495,2865246
09/17/2018,JEEP,LL,,GRY,Y730548,IL,10300 S. Doty,(773) 785-9752,1718589
11/15/2018,DODG,VN,,RED,420U940,IL,701 N. Sacramento,(773) 265-7605,6939427
12/08/2018,HYUN,4D,,RED,AS41539,IL,10300 S. Doty,(773) 568-8495,2865245
11/16/2018,BMW,4D,,SIL,AK54952,IL,701 N. Sacramento,(773) 265-7605,6939521
09/18/2018,DODG,VN,,DBL,AV83275,IL,701 N. Sacramento,(773) 265-7605,6934613
09/18/2018,CHEV,4D,,GRY,Q969602,IL,10300 S. Doty,(773) 568-8495,2859382
09/18/2018,CHEV,4D,,BLK,AT56477,IL,701 N. Sacramento,(773) 265-7605,6934614
12/08/2018,CHEV,2D,,BLK,AJ56503,IL,701 N. Sacramento,(773) 265-7605,6941859
12/09/2018,CHEV,SD,,GRY,,,701 N. Sacramento,(773) 265-7605,6942092
12/09/2018,DODG,4D,,BLK,2062004B,IL,701 N. Sacramento,(773) 265-7605,6942093
09/18/2018,DODG,4D,,RED,319U199,IL,10300 S. Doty,(773) 568-8495,2859386
10/11/2018,DODG,VN,,MAR,,IL,10300 S. Doty,(773) 568-8495,2861001
10/11/2018,CHEV,4D,,BLU,547SG,IN,10300 S. Doty,(773) 568-8495,2861002
12/09/2018,CHEV,4D,,GRY,AU82786,IL,701 N. Sacramento,(773) 265-7605,6942096
12/09/2018,NISS,4D,,BLK,,,701 N. Sacramento,(773) 265-7605,6942094
12/09/2018,DODG,LL,TK,DBL,,,701 N. Sacramento,(773) 265-7605,6942095
10/11/2018,PONT,4D,,GRN,AU52426,IL,10300 S. Doty,(773) 568-8495,2861010
12/09/2018,GMC,LL,,MAR,,,701 N. Sacramento,(773) 265-7605,6942097
11/16/2018,CHEV,4D,,WHI,AP18025,IL,10300 S. Doty,(773) 568-8495,2863539
11/16/2018,GMC,LL,,TAN,,IL,10300 S. Doty,(773) 785-9752,1718718
12/10/2018,HOND,VN,,BLU,Y701027,IL,701 N. Sacramento,(773) 265-7605,6942130
12/10/2018,FORD,4D,,SIL,923975,IL,10300 S. Doty,(773) 568-8495,2865412
12/10/2018,CHEV,4D,,WHI,CGZ8236,GA,701 N. Sacramento,(773) 265-7605,6924129
12/10/2018,TESL,4D,,WHI,,IL,701 N. Sacramento,(773) 265-7605,6942114
12/08/2018,FORD,2D,,MAR,,IL,701 N. Sacramento,(773) 265-7605,6941868
11/15/2018,DODG,VN,,GRY,,IL,10300 S. Doty,(773) 568-8495,2863526
12/08/2018,CHEV,4D,,BLK,343935,IL,701 N. Sacramento,(773) 265-7605,6941871
09/17/2018,CHEV,4D,BLZ,SIL,AS13557,IL,701 N. Sacramento,(773) 265-7605,6934506
11/16/2018,NISS,4D,,BGE,Y700149,IL,701 N. Sacramento,(773) 265-7605,6939555
12/08/2018,GMC,LL,DEN,WHI,92020FF,IL,701 N. Sacramento,(773) 265-7605,6941874
12/08/2018,CHEV,LL,TK,RED,,IL,701 N. Sacramento,(773) 265-7605,6941867
12/08/2018,CHEV,PK,TK,DGR,2098IP,IL,701 N. Sacramento,(773) 265-7605,6941875
12/08/2018,BMW,LL,,BRO,Q105200,IL,701 N. Sacramento,(773) 265-7605,6941870
12/08/2018,MITS,LL,MON,SIL,H408988,IL,701 N. Sacramento,(773) 265-7605,6941872
09/18/2018,CHEV,VN,,WHI,2269726B,IL,701 N. Sacramento,(773) 265-7605,6934532
12/09/2018,FORD,PK,TK,WHI,96919FF,IL,10300 S. Doty,(773) 568-8495,2865392
09/18/2018,CHEV,LL,,SIL,AU25699,IL,10300 S. Doty,(773) 568-8495,2859353
12/09/2018,DODG,VN,,DGR,AE68989,IL,701 N. Sacramento,(773) 265-7605,6942090
12/10/2018,TOYT,4D,,GRY,N485051,LA,701 N. Sacramento,(773) 265-7605,6942110
12/10/2018,FORD,4D,,SIL,AT57269,IL,400 E. Lower Wacker,(312) 744-7550,997045
12/08/2018,FORD,4D,,BLK,K481265,IL,701 N. Sacramento,(773) 265-7605,6941884
11/15/2018,MAZD,4D,,SIL,AV40891,IL,701 N. Sacramento,(773) 265-7605,6939444
10/10/2018,NISS,4D,,GRY,Q514072,IL,701 N. Sacramento,(773) 265-7605,6936677
12/08/2018,CHEV,PK,,BLK,196101B,IL,10300 S. Doty,(773) 568-8495,2865270
11/15/2018,LEXS,4D,,GRY,V504260,IL,701 N. Sacramento,(773) 265-7605,6939445
12/08/2018,LINC,4D,,BLK,,,10300 S. Doty,(773) 568-8495,2865269
11/16/2018,NISS,4D,,BLU,E524958,IL,701 N. Sacramento,(773) 265-7605,6939500
12/08/2018,TOYO,4D,,SIL,AG41808,IL,10300 S. Doty,(773) 568-8495,2865279
12/08/2018,CHEV,2D,,BLK,V681588,IL,10300 S. Doty,(773) 568-8495,2865272
12/08/2018,NISS,4D,,SIL,138184,IL,10300 S. Doty,(773) 568-8495,2865280
10/09/2018,FORD,LL,TK,BLK,AY78201,IL,10300 S. Doty,(773) 568-8495,2860747
11/16/2018,DODG,4D,,SIL,AP86182,IL,701 N. Sacramento,(773) 265-7605,6939499
11/15/2018,PONT,2D,,BLK,BB18330,IL,10300 S. Doty,(773) 568-8495,2863525
11/16/2018,CHEV,LL,,BLU,341369,IL,701 N. Sacramento,(773) 265-1846,1538018
12/08/2018,DODG,VN,TK,GRY,AT53860,IL,10300 S. Doty,(773) 568-8495,2865278
09/17/2018,CADI,4D,,GRN,,,10300 S. Doty,(773) 568-8495,2859333
12/08/2018,FORD,LL,TK,RED,K663626,IL,701 N. Sacramento,(773) 265-7605,6941881
12/08/2018,INFI,LL,,GRY,AL94295,IL,701 N. Sacramento,(773) 265-7605,6941883
09/17/2018,DODG,4D,,GRY,CID7909,GA,10300 S. Doty,(773) 568-8495,2859340
11/16/2018,KIA,VN,,BLU,00191600,IL,701 N. Sacramento,(773) 265-1846,1538020
11/16/2018,NISS,4D,,GLD,AS17337,IL,701 N. Sacramento,(773) 265-7605,6939527
09/17/2018,FORD,4D,,RED,P826521,IL,701 N. Sacramento,(773) 265-7605,6934516
11/16/2018,CHEV,4D,,BLK,,IL,10300 S. Doty,(773) 785-9752,1718720
11/16/2018,DODG,4D,,WHI,K230955,IL,701 N. Sacramento,(773) 265-7605,6939546
10/10/2018,SATR,LL,,GRY,400310,IL,10300 S. Doty,(773) 568-8495,2860868
10/10/2018,TOYT,4D,,GRY,,,701 N. Sacramento,(773) 265-7605,6936687
11/15/2018,VOLK,LL,,GRY,H334552,IL,10300 S. Doty,(773) 568-8495,2863510
12/08/2018,DODG,2D,,BLK,,IL,701 N. Sacramento,(773) 265-7605,6941866
10/10/2018,KIA,4D,,WHI,H994287,IL,10300 S. Doty,(773) 568-8495,2860847
12/08/2018,TOYT,4D,,GRN,S702353,IL,701 N. Sacramento,(773) 265-7605,6941761
09/17/2018,JEEP,LL,TK,BLK,AX17033,IL,10300 S. Doty,(773) 568-8495,2859327
09/17/2018,CHEV,VN,,GRN,,IL,10300 S. Doty,(773) 568-8495,2859328
11/17/2018,NISS,VN,,SIL,AJ77605,IL,701 N. Sacramento,(773) 265-7605,6939627
11/17/2018,ACUR,4D,,WHI,443701,IL,701 N. Sacramento,(773) 265-7605,6939626
09/19/2018,INFI,LL,,SIL,AW16795,IL,701 N. Sacramento,(773) 265-7605,6934620
10/10/2018,FORD,LL,TK,BLK,E992397,IL,10300 S. Doty,(773) 568-8495,2860848
11/17/2018,HYUN,2D,,SIL,AN24640,IL,701 N. Sacramento,(773) 265-7605,6939625
11/17/2018,HYUN,4D,,TAN,AT54662,IL,701 N. Sacramento,(773) 265-7605,6939628
09/19/2018,HOND,2D,,WHI,AD64378,IL,701 N. Sacramento,(773) 265-7605,6934628
10/11/2018,CHRY,4D,,SIL,AS85158,IL,10300 S. Doty,(773) 568-8495,2861005
10/11/2018,PONT,4D,,WHI,AP46275,IL,10300 S. Doty,(773) 568-8495,2861007
10/12/2018,FORD,VN,,WHI,,IL,701 N. Sacramento,(773) 265-7605,6936757
10/12/2018,CHEV,4D,,WHI,AK60483,IL,10300 S. Doty,(773) 568-8495,2861021
12/08/2018,DODG,VN,CVN,WHI,,IL,10300 S. Doty,(773) 568-8495,2865273
12/08/2018,DODG,VN,,BLU,,IL,10300 S. Doty,(773) 568-8495,2865276
12/08/2018,CHEV,PK,,BLK,,IL,10300 S. Doty,(773) 568-8495,2865275
11/15/2018,CHEV,4D,,GRY,,IL,10300 S. Doty,(773) 568-8495,2863512
11/15/2018,DODG,VN,,PLE,BB12642,IL,10300 S. Doty,(773) 568-8495,2863514
11/15/2018,DODG,4D,,BLU,AW82301,IL,10300 S. Doty,(773) 568-8495,2863513
11/15/2018,NISS,4D,,RED,K700832,IL,701 N. Sacramento,(773) 265-7605,6939450
12/08/2018,MITS,4D,LAN,GRY,ZX34248,IL,701 N. Sacramento,(773) 265-7605,6941880
12/08/2018,HYUN,4D,,BLU,BD30863,IL,10300 S. Doty,(773) 568-8495,2865274
12/08/2018,NISS,2D,,RED,Z885214,IL,701 N. Sacramento,(773) 265-7605,6941879
11/16/2018,HOND,4D,,SIL,375778,IL,701 N. Sacramento,(773) 265-7605,6939508
11/16/2018,DODG,LL,,BLK,,IL,10300 S. Doty,(773) 785-9752,1718717
11/16/2018,CHEV,4D,,SIL,,IL,10300 S. Doty,(773) 568-8495,2863544
11/16/2018,HOND,LL,,SIL,Z293882,IL,701 N. Sacramento,(773) 265-7605,6939530
09/18/2018,HOND,4D,,WHI,,,10300 S. Doty,(773) 568-8495,2859377
09/18/2018,JOHN,MO,,GRN,,IL,701 N. Sacramento,(773) 265-7605,6934593
09/18/2018,NISS,4D,,SIL,AU47307,IL,701 N. Sacramento,(773) 265-7605,6934595
09/18/2018,LEXS,4D,,RED,,IL,10300 S. Doty,(773) 568-8495,2859376
09/18/2018,JOHN,LL,,GRN,,IL,701 N. Sacramento,(773) 265-7605,6934597
09/19/2018,NISS,4D,,WHI,J971516,IN,10300 S. Doty,(773) 568-8495,2859392
09/19/2018,BUIC,4D,,BLU,AV77780,IL,10300 S. Doty,(773) 568-8495,2859391
